Unnamed: 0,Name,PGC,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
47,PGC1229260,PGC1229260,14.030795009673433,0.5,0.5,1024.9025734709064,130,130,1251.0669090803901,80,80
48,PGC3326476,PGC3326476,6.878040934176422,0.5,0.5,643.2046301517421,130,130,552.6283705203953,80,80
49,PGC3118207,PGC3118207,5.465302179628408,0.5,0.5,483.2734151973045,130,130,345.1659639240864,80,80
50,PGC8187942,PGC8187942,14.066484436128151,0.5,0.5,1387.2737714804625,130,130,1142.1318237744142,80,80
51,PGC6219714,PGC6219714,11.508994506335382,0.5,0.5,1003.1493018506833,130,130,917.8491812935666,80,80
52,PGC1347238,PGC1347238,4.957545842101094,0.5,0.5,532.6113786517185,130,130,415.62311725565957,80,80
53,PGC3229140,PGC3229140,4.8405492099011305,0.5,0.5,287.7894307081962,130,130,264.5557865663656,80,80
54,PGC2744075,PGC2744075,9.121219623917725,0.5,0.5,770.4008013086562,130,130,761.3414291504193,80,80
55,PGC9664411,PGC9664411,12.575223864493001,0.5,0.5,1050.2606622627516,130,130,1036.9225321521785,80,80
56,PGC2430777,PGC2430777,13.628210474732757,0.5,0.5,1153.7526182202532,130,130,1179.8605746605976,80,80
57,PGC7460915,PGC7460915,10.150524184857636,0.5,0.5,1072.7185713901706,130,130,853.977756788233,80,80
58,PGC5795088,PGC5795088,9.502360578031315,0.5,0.5,804.367531546501,130,130,809.4669546296718,80,80
59,PGC6662319,PGC6662319,5.174096558035398,0.5,0.5,659.5640007952879,130,130,334.4788218943994,80,80
60,PGC4632016,PGC4632016,7.715066137893027,0.5,0.5,781.0048984890723,130,130,653.0106509921143,80,80
61,PGC8291486,PGC8291486,9.125404208357523,0.5,0.5,985.5083696131559,130,130,826.1572398994924,80,80
62,PGC7130805,PGC7130805,12.826392822500708,0.5,0.5,1128.3968842916424,130,130,1060.4621030780718,80,80
63,PGC9591366,PGC9591366,6.496354881683489,0.5,0.5,457.7060062678161,130,130,460.45218555134244,80,80
64,PGC1413558,PGC1413558,12.151909930312929,0.5,0.5,1113.6762414558607,130,130,1069.9823190007855,80,80
65,PGC8794902,PGC8794902,9.339056481697993,0.5,0.5,732.3714687104646,130,130,666.1538058859694,80,80
66,PGC7017882,PGC7017882,14.995709012851462,0.5,0.5,1351.349671366013,130,130,1204.109017407763,80,80
67,PGC6492809,PGC6492809,8.41161345903244,0.5,0.5,786.201867101526,130,130,678.9860817583553,80,80
68,PGC7521116,PGC7521116,11.681183332865766,0.5,0.5,1129.4556726730486,130,130,1069.12135714381,80,80
69,PGC3654240,PGC3654240,14.94232709740769,0.5,0.5,1322.3663703098873,130,130,1252.7395062338474,80,80
70,PGC6818787,PGC6818787,5.1238051688581026,0.5,0.5,517.5386054266587,130,130,390.85888349050816,80,80
71,PGC6230198,PGC6230198,8.795438733025495,0.5,0.5,798.5891637509458,130,130,744.6946936079484,80,80
72,PGC8205747,PGC8205747,4.376273329699061,0.5,0.5,181.87162588422547,130,130,486.19530320151614,80,80
73,PGC9713910,PGC9713910,13.355141643551235,0.5,0.5,1123.2259194362891,130,130,1187.3467578842724,80,80
74,PGC6631430,PGC6631430,8.146644360276238,0.5,0.5,747.7575573982651,130,130,762.4605749178975,80,80
75,PGC7919147,PGC7919147,12.850686551194581,0.5,0.5,1353.4242321459224,130,130,1233.8330985013483,80,80
76,PGC8980496,PGC8980496,7.241220745213509,0.5,0.5,668.5987848283708,130,130,751.2246356446295,80,80
77,PGC1745616,PGC1745616,3.742511586344558,0.5,0.5,401.13893864613334,130,130,377.8223809548865,80,80
78,PGC6020396,PGC6020396,9.095082230130838,0.5,0.5,369.94208318153665,130,130,582.9460590280733,80,80
79,PGC8278470,PGC8278470,13.089274119691693,0.5,0.5,1415.7678465507709,130,130,1136.0455777063737,80,80
80,PGC4747073,PGC4747073,9.744705205896489,0.5,0.5,810.9875052088322,130,130,913.4693563887558,80,80
81,PGC7913275,PGC7913275,12.132504356465823,0.5,0.5,1164.9201980081573,130,130,1125.8558325495726,80,80
82,PGC6890039,PGC6890039,9.470597008680736,0.5,0.5,954.2144436952767,130,130,684.590007991083,80,80
83,PGC1578127,PGC1578127,8.320433719921137,0.5,0.5,828.0611102122471,130,130,737.0536030853626,80,80
84,PGC1854801,PGC1854801,6.962769308959638,0.5,0.5,562.5333551741231,130,130,554.3404469902739,80,80
85,PGC6406072,PGC6406072,7.673614060204416,0.5,0.5,616.6191355052449,130,130,764.9571680995709,80,80
86,PGC5041649,PGC5041649,7.317775809417701,0.5,0.5,474.94116105298383,130,130,554.8346195939739,80,80
87,PGC9628305,PGC9628305,8.56674168807146,0.5,0.5,383.66251793977654,130,130,593.3546468575942,80,80
88,PGC8546596,PGC8546596,4.310753509765187,0.5,0.5,431.27194540661094,130,130,225.35233755137608,80,80
89,PGC5740027,PGC5740027,11.350035861270934,0.5,0.5,652.3744112539588,130,130,770.7087194642426,80,80
90,PGC2357534,PGC2357534,7.844120108674597,0.5,0.5,482.5375964724783,130,130,621.0903247034364,80,80
91,PGC1885644,PGC1885644,14.485043447099192,0.5,0.5,1255.4227065167984,130,130,1227.0748251236266,80,80
92,PGC6206249,PGC6206249,13.588451253866854,0.5,0.5,1389.211123325615,130,130,1186.7184399426353,80,80
93,PGC3368197,PGC3368197,6.936272874391317,0.5,0.5,470.8070219380394,130,130,371.64960670133274,80,80
94,PGC1531211,PGC1531211,7.351460357089386,0.5,0.5,516.0991652427466,130,130,592.0631670564969,80,80
95,PGC6925738,PGC6925738,10.798543272153452,0.5,0.5,1138.9786104938712,130,130,938.698543367525,80,80
96,PGC4358027,PGC4358027,8.977775511441811,0.5,0.5,787.3947509222,130,130,625.465431920307,80,80
97,PGC4705737,PGC4705737,4.641366920270377,0.5,0.5,446.1136582529074,130,130,474.29943591293437,80,80
98,PGC1286925,PGC1286925,9.966297496937427,0.5,0.5,677.4320212971443,130,130,815.3847232418462,80,80
99,PGC8319558,PGC8319558,10.72712704607587,0.5,0.5,1010.2721922262895,130,130,1006.5913555668335,80,80
100,PGC8924692,PGC8924692,11.967139545180181,0.5,0.5,1033.166639867829,130,130,1119.3673715291104,80,80
101,PGC3285688,PGC3285688,9.325499925582978,0.5,0.5,868.4840254085431,130,130,757.3398550561363,80,80
102,PGC7453530,PGC7453530,13.642052826677814,0.5,0.5,1392.3228587668298,130,130,1152.1942550197352,80,80
103,PGC1768432,PGC1768432,11.341829960808422,0.5,0.5,986.7897012935725,130,130,1111.694900367577,80,80
104,PGC9642194,PGC9642194,13.698305193281067,0.5,0.5,1359.982272124273,130,130,1253.3737808181843,80,80
105,PGC3272674,PGC3272674,14.2035587557483,0.5,0.5,1050.5840582766548,130,130,1068.1666781839654,80,80
106,PGC9101565,PGC9101565,5.303090153726732,0.5,0.5,606.746809693426,130,130,365.54198014955205,80,80
107,PGC6038929,PGC6038929,8.764888024929482,0.5,0.5,561.4921032161611,130,130,712.9473864584786,80,80
108,PGC5734364,PGC5734364,11.983638875383207,0.5,0.5,1172.974178452232,130,130,1164.6372350375143,80,80
109,PGC2509024,PGC2509024,6.563159987062649,0.5,0.5,549.0632654236396,130,130,534.272376724507,80,80
110,PGC5719766,PGC5719766,7.6855116063071485,0.5,0.5,730.1913107956551,130,130,486.1737975926094,80,80
111,PGC9870604,PGC9870604,11.239755389549744,0.5,0.5,1190.5686242466895,130,130,904.2837864202821,80,80
112,PGC8375518,PGC8375518,4.745837463504108,0.5,0.5,310.72809442001164,130,130,217.19539978320807,80,80
113,PGC4184851,PGC4184851,10.223707942772785,0.5,0.5,1002.8436497583531,130,130,852.8045814836184,80,80
114,PGC5500716,PGC5500716,9.283829011419707,0.5,0.5,886.752361931791,130,130,742.8440675515118,80,80
115,PGC1034596,PGC1034596,12.317842954859728,0.5,0.5,1045.2021818980115,130,130,1054.9860543119485,80,80
116,PGC1715579,PGC1715579,12.33171772836736,0.5,0.5,1383.3770215257173,130,130,1161.846789126216,80,80
117,PGC6469372,PGC6469372,9.269798484223966,0.5,0.5,758.8150665623796,130,130,734.185730986614,80,80
118,PGC3786769,PGC3786769,7.208049396138346,0.5,0.5,577.1133769781621,130,130,649.9960223098466,80,80
119,PGC4347569,PGC4347569,8.042027690043204,0.5,0.5,615.9972246813966,130,130,670.7313544338605,80,80
120,PGC7549978,PGC7549978,6.043997517014192,0.5,0.5,476.9630372965096,130,130,587.4806532549883,80,80
121,PGC4040492,PGC4040492,10.274746197637203,0.5,0.5,785.9787651109577,130,130,758.271362322421,80,80
122,PGC8973115,PGC8973115,7.613948394680225,0.5,0.5,739.4276559462076,130,130,594.8903201400589,80,80
123,PGC9876476,PGC9876476,9.470821539859855,0.5,0.5,948.1174390151152,130,130,795.8441081378187,80,80
124,PGC7695193,PGC7695193,8.717620431504455,0.5,0.5,796.2172227557289,130,130,628.2293850152887,80,80
125,PGC7464609,PGC7464609,14.637222158662361,0.5,0.5,1512.0749499305941,130,130,1105.5692164194456,80,80
126,PGC5137702,PGC5137702,4.590160078304274,0.5,0.5,479.14176763029764,130,130,460.4178859202734,80,80
127,PGC1590659,PGC1590659,12.358846614513812,0.5,0.5,1125.0847760519757,130,130,1030.0479153439794,80,80
128,PGC6038443,PGC6038443,7.668989167770057,0.5,0.5,611.3078539045703,130,130,688.1622056215006,80,80
129,PGC7139859,PGC7139859,5.496414561927718,0.5,0.5,443.843812007964,130,130,335.04580675050687,80,80
130,PGC6269100,PGC6269100,11.735116796222055,0.5,0.5,923.6492678590054,130,130,935.5360173042267,80,80
131,PGC7716962,PGC7716962,6.739045490819887,0.5,0.5,409.6550073160405,130,130,414.814776044333,80,80
132,PGC7042769,PGC7042769,12.31047393585994,0.5,0.5,1260.2931120044957,130,130,996.8111520501218,80,80
133,PGC7195584,PGC7195584,9.422491280394592,0.5,0.5,923.0848824409413,130,130,786.0178471331043,80,80
134,PGC8428729,PGC8428729,3.846662576426013,0.5,0.5,109.93639058823851,130,130,256.6492011906119,80,80
135,PGC7584322,PGC7584322,9.843307595876396,0.5,0.5,612.2087450487139,130,130,815.4400694060695,80,80
136,PGC7746127,PGC7746127,5.829636257485035,0.5,0.5,560.3194035556016,130,130,490.9102355855758,80,80
137,PGC6591542,PGC6591542,9.4014339001276,0.5,0.5,831.9786945557638,130,130,802.1514679411805,80,80
138,PGC7617133,PGC7617133,6.686703106093481,0.5,0.5,568.0299340932712,130,130,632.8259956979006,80,80
139,PGC3670075,PGC3670075,11.033154415298972,0.5,0.5,1083.4170130257241,130,130,852.2829835619947,80,80
140,PGC6221308,PGC6221308,8.85918623690068,0.5,0.5,696.2321500479002,130,130,700.1350040125611,80,80
141,PGC4255854,PGC4255854,10.401905386887702,0.5,0.5,1088.8414181325327,130,130,877.5314626310035,80,80
142,PGC7256966,PGC7256966,11.268806642805133,0.5,0.5,1063.983836233166,130,130,1126.1166638023933,80,80
143,PGC4089742,PGC4089742,14.570213254256608,0.5,0.5,1306.891584811372,130,130,1026.6762995567888,80,80
144,PGC6060714,PGC6060714,7.506958830143192,0.5,0.5,619.1218099045468,130,130,675.6443486904856,80,80
145,PGC9319446,PGC9319446,14.896653072650176,0.5,0.5,1265.796446280727,130,130,1061.3457468662743,80,80
146,PGC6443921,PGC6443921,7.210875414963699,0.5,0.5,735.9566494335172,130,130,592.0081101048673,80,80
147,PGC7827911,PGC7827911,11.212224004933848,0.5,0.5,1113.3583644960322,130,130,945.7021442071831,80,80
148,PGC9714352,PGC9714352,7.461040762109625,0.5,0.5,579.8173695644431,130,130,751.2645850675656,80,80
149,PGC8040132,PGC8040132,10.461239270931177,0.5,0.5,978.3029475916626,130,130,766.6471428470628,80,80
150,PGC4448034,PGC4448034,5.89615688683694,0.5,0.5,448.47623791206667,130,130,376.71513609181244,80,80
151,PGC1287597,PGC1287597,4.695962047301488,0.5,0.5,277.03778641689337,130,130,291.64284305112096,80,80
152,PGC6600276,PGC6600276,9.449172193128154,0.5,0.5,675.3683765397041,130,130,653.1157134205256,80,80
153,PGC3142883,PGC3142883,7.05245506323515,0.5,0.5,400.0967744293313,130,130,466.950039953351,80,80
154,PGC1284033,PGC1284033,4.307754175132466,0.5,0.5,114.30942594037828,130,130,282.3205092309146,80,80
155,PGC4110067,PGC4110067,3.3592686207778115,0.5,0.5,499.1654252612882,130,130,267.6778820585717,80,80
156,PGC2592288,PGC2592288,13.294366433973625,0.5,0.5,971.3162967879279,130,130,1190.81682558391,80,80
157,PGC8552560,PGC8552560,13.726599224650899,0.5,0.5,1347.7855924325272,130,130,1046.7943086837083,80,80
158,PGC7812006,PGC7812006,9.2128109636869,0.5,0.5,480.35140387588046,130,130,633.0874092407355,80,80
159,PGC6101044,PGC6101044,10.095465213121813,0.5,0.5,730.2267440447731,130,130,716.9351838580384,80,80
160,PGC4457153,PGC4457153,12.546693339320978,0.5,0.5,1354.6638422898002,130,130,1129.1169600089129,80,80
161,PGC6397849,PGC6397849,11.968709090390783,0.5,0.5,800.6324411497372,130,130,1102.4751945449343,80,80
162,PGC8585477,PGC8585477,7.773468114557506,0.5,0.5,508.6636119995847,130,130,678.6195496100777,80,80
163,PGC3226710,PGC3226710,7.72091582530043,0.5,0.5,814.1081283529825,130,130,714.0359994145128,80,80
164,PGC9023111,PGC9023111,9.163537798525983,0.5,0.5,767.0943302224853,130,130,599.2799382487999,80,80
165,PGC5047917,PGC5047917,13.529343044257995,0.5,0.5,1371.0813732245388,130,130,1167.6892995685748,80,80
166,PGC4430094,PGC4430094,8.760817164258455,0.5,0.5,814.7557575673494,130,130,772.653313267467,80,80
167,PGC3736515,PGC3736515,5.179163809776961,0.5,0.5,714.0406400849768,130,130,530.0220264566614,80,80
168,PGC6084056,PGC6084056,11.72274969063844,0.5,0.5,886.7402777667717,130,130,1120.4754087798694,80,80
169,PGC3751133,PGC3751133,4.91762939442214,0.5,0.5,294.24655201943386,130,130,399.7053734688124,80,80
170,PGC6615801,PGC6615801,11.076155645117007,0.5,0.5,867.6612438451033,130,130,878.83134944638,80,80
171,PGC9799995,PGC9799995,13.427455058317937,0.5,0.5,941.4556100668118,130,130,1046.4906630184555,80,80
172,PGC1797018,PGC1797018,6.487281849392098,0.5,0.5,458.5801794357102,130,130,505.83551940129956,80,80
173,PGC2902129,PGC2902129,14.738140608503045,0.5,0.5,1338.2934136112651,130,130,1176.076063034222,80,80
174,PGC6145299,PGC6145299,11.126222383056465,0.5,0.5,972.8755555584341,130,130,1052.0927533919426,80,80
175,PGC3866460,PGC3866460,10.79280208384347,0.5,0.5,1105.1429563052718,130,130,1162.737001808941,80,80
176,PGC2250394,PGC2250394,9.245197219694196,0.5,0.5,864.4464257685293,130,130,874.3293983201081,80,80
177,PGC4797651,PGC4797651,9.050302999520191,0.5,0.5,680.9672308863486,130,130,650.9168458570201,80,80
178,PGC6658624,PGC6658624,10.182071069965781,0.5,0.5,1030.9077115891182,130,130,876.2172200455602,80,80
179,PGC7865508,PGC7865508,11.417930507394011,0.5,0.5,818.741496563109,130,130,1056.9383549565628,80,80
180,PGC5228457,PGC5228457,14.814876080827975,0.5,0.5,1297.2718914536972,130,130,1249.7707507158245,80,80
181,PGC6058981,PGC6058981,7.705344237538066,0.5,0.5,811.807483630063,130,130,579.0347588246112,80,80
182,PGC4525547,PGC4525547,6.3597445343179695,0.5,0.5,498.30377865145863,130,130,703.6576048863426,80,80
183,PGC7450870,PGC7450870,11.529795413785617,0.5,0.5,1141.504503305717,130,130,1041.258025201062,80,80
184,PGC7483470,PGC7483470,7.563609491022989,0.5,0.5,599.2739699555372,130,130,569.8879405756418,80,80
185,PGC8026062,PGC8026062,10.949855874108904,0.5,0.5,746.5015327019167,130,130,625.7618891294414,80,80
186,PGC1076169,PGC1076169,13.342894108614525,0.5,0.5,1209.9471323480175,130,130,1209.031864046491,80,80
187,PGC6201605,PGC6201605,11.927671387977623,0.5,0.5,1019.5700645319649,130,130,870.4244760869404,80,80
188,PGC9854784,PGC9854784,8.220810611929805,0.5,0.5,757.2248309432035,130,130,730.3805080935904,80,80
189,PGC5172026,PGC5172026,11.816287828992822,0.5,0.5,973.6128367106436,130,130,959.2517234463305,80,80
190,PGC3266688,PGC3266688,14.018962599521254,0.5,0.5,1437.8470040535135,130,130,1097.3357260385656,80,80
191,PGC2211309,PGC2211309,13.273307381716672,0.5,0.5,1129.2230712728483,130,130,1160.7850626935408,80,80
192,PGC7625653,PGC7625653,14.937179272433811,0.5,0.5,1347.5531577965637,130,130,1210.5672586866626,80,80
193,PGC1891754,PGC1891754,12.613925621868768,0.5,0.5,1225.0687495895966,130,130,1009.1223295121576,80,80
194,PGC2085816,PGC2085816,13.627111464423153,0.5,0.5,864.9203476303762,130,130,1062.6453252004662,80,80
195,PGC3464983,PGC3464983,7.923727074100863,0.5,0.5,831.7542819030572,130,130,642.9743257310485,80,80
196,PGC6298337,PGC6298337,8.378707598716867,0.5,0.5,663.1103319035193,130,130,653.4481781018965,80,80
197,PGC1872552,PGC1872552,13.166456277379641,0.5,0.5,1286.2430066125348,130,130,1207.5761796604356,80,80
198,PGC4460902,PGC4460902,8.237376014122166,0.5,0.5,717.0487282671128,130,130,819.6382770338525,80,80
199,PGC9391548,PGC9391548,12.444382741390955,0.5,0.5,1231.846082781321,130,130,1040.2457819819745,80,80
200,PGC6348551,PGC6348551,4.259872956378039,0.5,0.5,443.54911294665015,130,130,396.58626575831977,80,80
201,PGC8001361,PGC8001361,15.096788003750925,0.5,0.5,1321.7378103345718,130,130,1274.77062434125,80,80
202,PGC8553588,PGC8553588,4.4156107436245335,0.5,0.5,315.1241649795976,130,130,321.00573437375385,80,80
203,PGC8401304,PGC8401304,7.642583425605282,0.5,0.5,575.2552367216826,130,130,686.1502792139154,80,80
204,PGC8194246,PGC8194246,6.092772282187085,0.5,0.5,435.9247993847482,130,130,530.7793939692198,80,80
205,PGC3031383,PGC3031383,11.986870745349368,0.5,0.5,1118.047869585253,130,130,1067.4986209328727,80,80
206,PGC4735392,PGC4735392,10.886113851616877,0.5,0.5,933.2929964713561,130,130,1003.7973517250475,80,80
207,PGC3011482,PGC3011482,13.01219838813408,0.5,0.5,1027.8743331348273,130,130,1003.6987081158168,80,80
208,PGC7961999,PGC7961999,8.942684112827333,0.5,0.5,888.108603054077,130,130,586.722554363577,80,80
209,PGC6179755,PGC6179755,3.6522199346665105,0.5,0.5,258.3681429395424,130,130,361.0788456139536,80,80
210,PGC5034040,PGC5034040,14.629834525022506,0.5,0.5,1459.3140090819115,130,130,1161.4903026808329,80,80
211,PGC5942384,PGC5942384,12.562862271394893,0.5,0.5,1042.3319700063828,130,130,980.5172077049348,80,80
212,PGC7351315,PGC7351315,6.560199698055892,0.5,0.5,444.1415472088247,130,130,543.5288017901778,80,80
213,PGC6022349,PGC6022349,13.634832780524116,0.5,0.5,1491.352566958478,130,130,1096.0549223545718,80,80
214,PGC5734731,PGC5734731,10.259305718652913,0.5,0.5,892.6303719608569,130,130,792.6949283354608,80,80
215,PGC6481627,PGC6481627,5.040750779553144,0.5,0.5,435.8384677460498,130,130,507.22884920343915,80,80
216,PGC2742222,PGC2742222,14.504195591955742,0.5,0.5,1231.6160869658784,130,130,1128.7379796249616,80,80
217,PGC3992792,PGC3992792,10.723401184910099,0.5,0.5,830.7579901964821,130,130,848.2853311532166,80,80
218,PGC7227361,PGC7227361,5.508846069814531,0.5,0.5,660.9900198624392,130,130,449.0504648761371,80,80
219,PGC9429561,PGC9429561,5.211059790947655,0.5,0.5,646.0218106700574,130,130,449.40555906687644,80,80
220,PGC8725039,PGC8725039,12.036230868259594,0.5,0.5,1324.2050413101827,130,130,1021.3636487628379,80,80
221,PGC4586328,PGC4586328,12.767070226243897,0.5,0.5,1177.5413158583685,130,130,1041.0868902497664,80,80
222,PGC6292314,PGC6292314,11.247932861163042,0.5,0.5,818.8709412340097,130,130,1105.567945146266,80,80
223,PGC6189955,PGC6189955,10.445874223886152,0.5,0.5,1175.1354971342757,130,130,952.1554738547745,80,80
224,PGC2431675,PGC2431675,10.981672377702038,0.5,0.5,1061.4181382636968,130,130,1007.3399909675435,80,80
225,PGC7250690,PGC7250690,13.089726303209162,0.5,0.5,1187.4396338701124,130,130,977.850879291916,80,80
226,PGC4615859,PGC4615859,9.900527724220181,0.5,0.5,932.7550205477579,130,130,884.7512569954391,80,80
227,PGC9912014,PGC9912014,7.1765831654822305,0.5,0.5,810.8242053641445,130,130,630.454365678871,80,80
228,PGC4031058,PGC4031058,7.331487998582542,0.5,0.5,289.854215910942,130,130,520.3256385358012,80,80
229,PGC7756153,PGC7756153,11.297655690843714,0.5,0.5,994.6429131878073,130,130,891.4479404333756,80,80
230,PGC1358532,PGC1358532,8.194172749147937,0.5,0.5,759.9840291863211,130,130,701.7049584472308,80,80
231,PGC7436293,PGC7436293,11.546066954946477,0.5,0.5,1057.594978968024,130,130,1008.7755950186984,80,80
232,PGC5032397,PGC5032397,10.42865319193479,0.5,0.5,1142.4049829094774,130,130,934.8621661722127,80,80
233,PGC8278797,PGC8278797,12.013482508262884,0.5,0.5,947.9194202307468,130,130,930.0317141201377,80,80
234,PGC2961105,PGC2961105,6.489509114049042,0.5,0.5,400.3543791920394,130,130,509.2185970725721,80,80
235,PGC5747186,PGC5747186,7.76448303340786,0.5,0.5,637.4497484419878,130,130,682.918262492923,80,80
236,PGC1395330,PGC1395330,15.263412417830976,0.5,0.5,1370.6711432473653,130,130,1218.5880852619407,80,80
237,PGC8457119,PGC8457119,9.886691476768043,0.5,0.5,925.530238100458,130,130,794.4562236718604,80,80
238,PGC6026358,PGC6026358,5.113239954158183,0.5,0.5,325.079246616668,130,130,481.2297779582485,80,80
