Unnamed: 0,Name,PGC,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
15,PGC8602300,PGC8602300,8.996837819520868,0.5,0.5,759.9500350937184,130,130,791.2913636054418,80,80
16,PGC7551133,PGC7551133,12.415401465802475,0.5,0.5,1047.2312002988808,130,130,1033.7717525829682,80,80
17,PGC9304431,PGC9304431,6.4416080756019225,0.5,0.5,466.50540751082167,130,130,350.44706172831275,80,80
18,PGC4225098,PGC4225098,10.025608017318971,0.5,0.5,865.8665241285826,130,130,835.085377441636,80,80
19,PGC7755912,PGC7755912,11.979725890942078,0.5,0.5,1115.6321151511156,130,130,903.4061574600294,80,80
20,PGC2502661,PGC2502661,10.534870412080068,0.5,0.5,965.6053281881902,130,130,782.3693744598659,80,80
21,PGC9138618,PGC9138618,10.777880955154684,0.5,0.5,985.6333865093325,130,130,912.3919860121885,80,80
22,PGC4928938,PGC4928938,15.096742893290784,0.5,0.5,1281.3252245015567,130,130,1195.1790605527983,80,80
23,PGC1335398,PGC1335398,11.567483018149577,0.5,0.5,989.0108790582887,130,130,858.9152682827975,80,80
24,PGC5475615,PGC5475615,8.941454424953491,0.5,0.5,829.9732322376645,130,130,697.5954325823911,80,80
25,PGC9727135,PGC9727135,9.142715351183345,0.5,0.5,998.500972449094,130,130,742.1924326721587,80,80
26,PGC7839464,PGC7839464,13.245821836230292,0.5,0.5,1095.0060852809856,130,130,1000.0328435441978,80,80
27,PGC8957819,PGC8957819,5.606511486235562,0.5,0.5,541.8562715812208,130,130,470.09989845460274,80,80
28,PGC7359830,PGC7359830,4.864514550368315,0.5,0.5,276.51434576763995,130,130,155.66535856589212,80,80
29,PGC2908088,PGC2908088,6.446997461767059,0.5,0.5,711.755392085683,130,130,739.5394173178697,80,80
30,PGC5334506,PGC5334506,10.359692263333558,0.5,0.5,814.7127032032867,130,130,816.5719979769516,80,80
31,PGC2630195,PGC2630195,12.86250549548137,0.5,0.5,1014.5454079398572,130,130,1121.3014154488228,80,80
32,PGC2058452,PGC2058452,5.534281390174367,0.5,0.5,365.0338173155849,130,130,500.2526769958671,80,80
33,PGC7482199,PGC7482199,7.765755200115446,0.5,0.5,956.6834355133556,130,130,728.9446796055691,80,80
34,PGC7328452,PGC7328452,13.651489391384024,0.5,0.5,1163.9168461993327,130,130,1382.742269538293,80,80
35,PGC2807391,PGC2807391,5.8006053467716425,0.5,0.5,427.3371554096425,130,130,361.2541132536705,80,80
36,PGC1973988,PGC1973988,11.094182220008049,0.5,0.5,1084.1575828525665,130,130,828.5620591217418,80,80
37,PGC6678057,PGC6678057,11.0129797991345,0.5,0.5,950.5075251615532,130,130,948.0023209486775,80,80
38,PGC4932901,PGC4932901,12.669319610992074,0.5,0.5,1224.258604940503,130,130,1104.05665399287,80,80
39,PGC2443761,PGC2443761,14.644730027681984,0.5,0.5,1232.7949694603722,130,130,1194.3520027401246,80,80
40,PGC9348016,PGC9348016,7.209142639973512,0.5,0.5,471.3161348802675,130,130,722.148441041171,80,80
41,PGC9670652,PGC9670652,14.487372635901188,0.5,0.5,1316.1130990347085,130,130,1207.9078287206314,80,80
42,PGC4488257,PGC4488257,5.375184080544245,0.5,0.5,442.4198054038535,130,130,432.6327066739853,80,80
43,PGC3384679,PGC3384679,8.769356044590474,0.5,0.5,774.3703986040182,130,130,819.2246016188177,80,80
44,PGC2080008,PGC2080008,6.676186278272011,0.5,0.5,299.4584149408324,130,130,630.2964167278988,80,80
45,PGC1628555,PGC1628555,12.610430456832876,0.5,0.5,1124.3692123016672,130,130,1109.0255571435864,80,80
46,PGC9198468,PGC9198468,14.041892335272367,0.5,0.5,1348.7976564117146,130,130,1237.0554417903163,80,80
47,PGC4252330,PGC4252330,14.058348279533934,0.5,0.5,1299.5987810650086,130,130,1238.617357684907,80,80
48,PGC3486514,PGC3486514,14.976604982580026,0.5,0.5,1174.1138256456752,130,130,1247.02443014624,80,80
49,PGC8654825,PGC8654825,11.397310870015719,0.5,0.5,1042.3104365539787,130,130,1147.7997708161452,80,80
